Index,Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
6375,Howard Gideon,No Dual,Living,Male,,,,,Blue,Brown,,Marvel,2005.0,5.0,2005-04-01,
6376,Inari,Public,Deceased,Male,Good,,,,,White,,Marvel,2005.0,5.0,2005-07-01,
6377,Jemima Catmint,Public,Living,Female,Good,,,,Brown,Black,,Marvel,2005.0,5.0,2005-12-01,
6378,John Stonehouse,No Dual,Living,Male,,,,,,Brown,,Marvel,2005.0,5.0,2005-04-01,
6379,Karla Faye Gideon,No Dual,Living,Female,,,,,Blue,Blond,,Marvel,2005.0,5.0,2005-04-01,
6380,Kioshi Keishicho,Secret,Living,Male,Good,,,,Brown,Bald,,Marvel,2005.0,5.0,2005-01-01,
6381,Larisa Mishchenko,No Dual,Deceased,Female,Neutral,,,,Blue,Black,,Marvel,2005.0,5.0,2005-11-01,
6382,Lumina,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,2005.0,5.0,2005-01-01,
6383,Mavis Benally,No Dual,Living,Female,Neutral,,,,Brown,Brown,,Marvel,2005.0,5.0,2005-11-01,
6384,Melek,Secret,Living,Male,,,,,,Brown,,Marvel,2005.0,5.0,2005-02-01,
6385,Mutant Baboon,Secret,Living,Male,Bad,,,,Black,Brown,,Marvel,2005.0,5.0,2005-11-01,
6386,Paul Jenkins,Public,Living,Male,,,,,,Brown,,Marvel,2005.0,5.0,2005-07-01,
6387,Ripley,No Dual,Living,Male,,,,,,,,Marvel,2005.0,5.0,2005-03-01,Blind
6388,Sarah,Secret,Deceased,Female,,,,,Red,Brown,,Marvel,2005.0,5.0,2005-02-01,Tunnel Rats
6389,Sarah Vale,Secret,Deceased,Female,Good,,,,Brown,Black,,Marvel,2005.0,5.0,2005-06-01,
6390,Stilt-Man,Secret,Living,Male,Bad,,,,,Blond,,Marvel,2005.0,5.0,2005-08-01,Marvel Team-Up
6391,Vic Marcus,Secret,Living,Male,Good,,,,,Brown,,Marvel,2005.0,5.0,2005-12-01,
6392,Aguja,Secret,Deceased,Female,Bad,,,,Green,Blond,,Marvel,2006.0,5.0,2006-09-01,
6393,Archibald Hunt,No Dual,Living,Male,Bad,,,,Brown,Grey,,Marvel,2006.0,5.0,2006-01-01,
6394,Emil Winston,,Living,Male,Good,,,,,Blond,,Marvel,2006.0,5.0,2006-03-01,
6395,Eugene Sykes,Public,Living,Male,Good,,,,Brown,Brown,,Marvel,2006.0,5.0,2006-01-01,
6396,Frank Johnson,,Living,Male,,,,,Brown,Grey,,Marvel,2006.0,5.0,2006-01-01,
6397,Frank Johnson,Public,Living,Male,Good,,,,,Black,,Marvel,1961.0,,1961-09-01,Zzutak's Creator
6398,Fuego,Secret,Deceased,Male,Bad,,,,,,,Marvel,2006.0,5.0,2006-09-01,
6399,Ghoul,Secret,Deceased,Male,Bad,,,,White,Bald,,Marvel,2006.0,5.0,2006-01-01,Killer
6400,Godseye,,Living,,Bad,,,,Green,Bald,,Marvel,2006.0,5.0,2006-01-01,
6401,Hector Espejo,Public,Living,Male,Neutral,,,,Brown,Black,,Marvel,2006.0,5.0,2006-02-01,
6402,Jeff Knudsen,Public,Living,Male,Neutral,,,,Brown,Grey,,Marvel,2006.0,5.0,2006-01-01,
6403,Jonathan Swift,Secret,Living,Male,Neutral,,,,,Brown,,Marvel,2006.0,5.0,2006-12-01,
6404,Karim Mahwash Najeeb,,Deceased,Male,,,,,,Grey,,Marvel,2006.0,5.0,2006-10-01,
6405,Margaret Dillon,Public,Living,Female,Good,,,,,Black,,Marvel,2006.0,5.0,2006-02-01,
6406,Morjak,,Living,,,,,,,,,Marvel,2006.0,5.0,2006-08-01,
6407,Sangre,Secret,Living,Male,Bad,,,,,Bald,,Marvel,2006.0,5.0,2006-09-01,Children of the Vault
6408,Valerie Martin,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,2006.0,5.0,2006-09-01,
6409,Videmus,Public,Living,Male,,,,,No,Bald,,Marvel,2006.0,5.0,2006-03-01,
6410,Aghanne,,Living,Female,Bad,,,,Green,Brown,,Marvel,2007.0,5.0,2007-02-01,
6411,Althea Green,No Dual,Living,Female,Good,,,,Black,Brown,,Marvel,2007.0,5.0,2007-11-01,
6412,Arath,No Dual,Living,Male,Bad,,,,,,,Marvel,2007.0,5.0,2007-08-01,
6413,Argos,,Living,Male,Good,,,,,Black,,Marvel,2007.0,5.0,2007-09-01,Atlantean
6414,Argos,Secret,Living,Male,Bad,,,,,,,Marvel,1998.0,3.0,1998-11-01,Deviant
6415,Argos,No Dual,Living,Male,Good,,,,,,,Marvel,1986.0,1.0,1986-06-01,Eternals
6416,Arthur Woodman,No Dual,Deceased,Male,Bad,,,,Brown,Black,,Marvel,2007.0,5.0,2007-08-01,
6417,Brian Talbot,Secret,Living,Male,Neutral,,,,Grey,Black,,Marvel,2007.0,5.0,2007-09-01,
6418,Cheesecake,Secret,Living,Female,,,,,Green,Black,,Marvel,2007.0,5.0,2007-03-01,LMD
6419,Death Tiger,Secret,Deceased,Male,Bad,,,,Brown,Black,,Marvel,2007.0,5.0,2007-02-01,
6420,Emmael,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,2007.0,5.0,2007-10-01,
6421,Gideon Wilson,Secret,Living,Male,Neutral,,,,Brown,Bald,,Marvel,2007.0,5.0,2007-09-01,
6422,Jaafar Yoosuf,Secret,Living,Male,Bad,,,,,,,Marvel,2007.0,5.0,2007-11-01,
6423,Krakos,Public,Living,Male,Bad,,,,Blue,Bald,,Marvel,2007.0,5.0,2007-08-01,
6424,Mindwave,Secret,Deceased,Male,Neutral,,,,Grey,White,,Marvel,2007.0,5.0,2007-10-01,Telepath
6425,Nichole Martin,Secret,Living,Female,Neutral,,,,Green,Red,,Marvel,2007.0,5.0,2007-09-01,
6426,Sean Madigan,Public,Living,Male,Bad,,,,,,,Marvel,2007.0,5.0,2007-03-01,
6427,Sihing,Secret,Deceased,Male,Good,,,,Black,Black,,Marvel,2007.0,5.0,2007-10-01,
6428,Susan Maddox,Public,Living,Female,Neutral,,,,Brown,Black,,Marvel,2007.0,5.0,2007-04-01,
6429,Aja,Secret,Living,Male,,,,,Brown,Black,,Marvel,2008.0,5.0,2008-05-01,
6430,Bill Dawson,No Dual,Living,Male,Good,,,,,Red,,Marvel,2008.0,5.0,2008-09-01,
6431,Cut,Secret,Living,Female,Bad,,,,,,,Marvel,2008.0,5.0,2008-01-01,Wendy
6432,DaVanti,Secret,Living,Male,Bad,,,,Grey,Blond,,Marvel,2008.0,5.0,2008-10-01,
6433,DeHalle,Secret,Living,Female,Bad,,,,Grey,White,,Marvel,2008.0,5.0,2008-10-01,
6434,Heather Sante,Public,Living,Female,Good,,,,,Brown,,Marvel,2008.0,5.0,2008-01-01,
6435,Hirochi,,Living,Male,Bad,,,,,Black,,Marvel,2008.0,5.0,2008-11-01,
6436,Jakob Eisenhardt,,Deceased,Male,Good,,,,Brown,White,,Marvel,2008.0,5.0,2008-11-01,
6437,Jebediah Young,Public,Living,Male,Bad,,,,Brown,Bald,,Marvel,2008.0,5.0,2008-11-01,
6438,Melanie Crane,No Dual,Living,Female,Good,,,,Brown,Brown,,Marvel,2008.0,5.0,2008-09-01,
6439,Nogor,Secret,Living,Male,Bad,,,,Red,Bald,,Marvel,2008.0,5.0,2008-09-01,
6440,Phaedra,Secret,Living,Female,Bad,,,,Blue,Blond,,Marvel,2008.0,5.0,2008-01-01,
6441,Phaedra,,Living,Female,,,,,,,,Marvel,1992.0,3.0,1992-03-01,Marvel UK
6442,Raker,Public,Deceased,Male,Bad,,,,,,,Marvel,2008.0,5.0,2008-08-01,
6443,Siri,Secret,Deceased,Female,Bad,,,,Green,Black,,Marvel,2008.0,5.0,2008-06-01,
6444,Siri,,Living,Female,,,,,,Red,,Marvel,2011.0,2.0,2011-12-01,Asgardian
6445,Taylor,Secret,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,2008.0,5.0,2008-01-01,Purifier
6446,Taylor,,Living,Male,Good,,,,,Bald,,Marvel,1992.0,3.0,1992-10-01,
6447,VaDrann,Public,Living,Male,Bad,,,,,Bald,,Marvel,2008.0,5.0,2008-10-01,
6448,VaRikk,Secret,Living,Male,Bad,,,,Green,Red,,Marvel,2008.0,5.0,2008-10-01,
6449,Yussuf Hussain,No Dual,Living,Male,Good,,,,Brown,Black,,Marvel,2008.0,5.0,2008-11-01,
6450,Alflyse,No Dual,Deceased,Female,Bad,,,,,Black,,Marvel,2009.0,5.0,2009-10-01,
6451,Bai Gu Jing,Secret,Living,Female,,,,,Red,Bald,,Marvel,2009.0,5.0,2009-01-01,
6452,Christopher Walsh,Public,Living,Male,,,,,Brown,Brown,,Marvel,2009.0,5.0,2009-02-01,
6453,Claude Cramer,Secret,Living,Male,Bad,,,,,,,Marvel,2009.0,5.0,2009-08-01,
6454,Erin Cicero,Secret,Deceased,Female,Bad,,,,Red,Auburn,,Marvel,2009.0,5.0,2009-10-01,
6455,Hans Bruder,No Dual,Living,Male,,,,,Black,Black,,Marvel,2009.0,5.0,2009-10-01,
6456,Lady of Ten Suns,Secret,Living,Female,Good,,,,,Orange,,Marvel,2009.0,5.0,2009-09-01,
6457,Molek,Secret,Living,Male,,,,,Blue,Grey,,Marvel,2009.0,5.0,2009-01-01,
6458,Murderous Lion,,Living,Male,Neutral,,,,,,,Marvel,2009.0,5.0,2009-10-01,
6459,Scientific Beast,Secret,Living,,Good,,,,Red,Bald,,Marvel,2009.0,5.0,2009-09-01,
6460,Shep Gunderson,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,2009.0,5.0,2009-08-01,
6461,Thug,Secret,Living,Male,Bad,,,,,Bald,,Marvel,2009.0,5.0,2009-11-01,Sublime Corporation
6462,Ti Asha Ra,No Dual,Deceased,Female,Good,,,,,Bald,,Marvel,2009.0,5.0,2009-10-01,
6463,Toltec,,Living,Male,Bad,,,,,,,Marvel,2009.0,5.0,2009-04-01,
6464,Voidian,,Living,Male,Bad,,,,,,,Marvel,2009.0,5.0,2009-06-01,
6465,Zan Philo,Secret,Living,Male,Good,,,,,,,Marvel,2009.0,5.0,2009-11-01,
6466,Abbey Sykes,No Dual,Living,Female,Neutral,,,,Brown,Black,,Marvel,2010.0,5.0,2010-11-01,
6467,Bangs,Secret,Living,Female,Good,,,,,Black,,Marvel,2010.0,5.0,2010-08-01,
6468,Bhakti Gavaskar,,Living,Female,Good,,,,Brown,Black,,Marvel,2010.0,5.0,2010-09-01,
6469,Devin Touhy,Secret,Deceased,Male,Good,,,,,Black,,Marvel,2010.0,5.0,2010-08-01,
6470,Dragon,Secret,Living,Male,Bad,,,,Brown,Bald,,Marvel,2010.0,5.0,2010-08-01,Marco
6471,Dragon,,Living,Female,,,,,,Silver,,Marvel,1984.0,1.0,1984-01-01,Legion Street Gang
6472,Eldrac,Secret,Living,Male,Good,,,,Blue,Bald,,Marvel,2010.0,5.0,2010-06-01,
6473,Hooud,Secret,Living,Female,Good,,,,,Bald,,Marvel,2010.0,5.0,2010-06-01,
6474,Husam,No Dual,Deceased,Male,Good,,,,,Bald,,Marvel,2010.0,5.0,2010-10-01,
6475,Ivan Bezukhov,Secret,Living,Male,,,,,,,,Marvel,2010.0,5.0,2010-01-01,
6476,Jentorra,Public,Living,Female,Good,,,,Green,Blond,,Marvel,2010.0,5.0,2010-04-01,
6477,Liana Feeser,Secret,Living,Female,Bad,,,,,Grey,,Marvel,2010.0,5.0,2010-08-01,
6478,London,Secret,Living,Female,Good,,,,Blue,Grey,,Marvel,2010.0,5.0,2010-08-01,WCA
6479,Michael Hall,Public,Living,Male,,,,,,Blond,,Marvel,2010.0,5.0,2010-12-01,
6480,Miranda Bayer,Secret,Living,Female,Good,,,,Purple,Purple,,Marvel,2010.0,5.0,2010-05-01,
6481,Noelle Blanc,Secret,Living,Female,Bad,,,,Blue,Blond,,Marvel,2010.0,5.0,2010-12-01,
6482,Rav Gavaskar,,Living,Male,Neutral,,,,Brown,Black,,Marvel,2010.0,5.0,2010-09-01,
6483,Reena Stancioff,Secret,Deceased,Female,Good,,,,Blue,Blond,,Marvel,2010.0,5.0,2010-02-01,
6484,Star Child,Secret,Living,,Neutral,,,,Red,Bald,,Marvel,2010.0,5.0,2010-12-01,
6485,Sylvius,Secret,Living,Female,Bad,,,,Green,Red,,Marvel,2010.0,5.0,2010-06-01,
6486,Teri Hillman,Public,Living,Female,Neutral,,,,,Blond,,Marvel,2010.0,5.0,2010-05-01,
6487,Timothy,Secret,Deceased,Male,Bad,,,,Blue,Black,,Marvel,2010.0,5.0,2010-10-01,Inferno Baby
6488,Tyler Smithson,Secret,Living,Male,Bad,,,,,Bald,,Marvel,2010.0,5.0,2010-09-01,
6489,Alice Hu,No Dual,Living,Female,Good,,,,,Black,,Marvel,2011.0,5.0,2011-08-01,
6490,Carl Rives,Public,Living,Male,Bad,,,,Black,White,,Marvel,2011.0,5.0,2011-01-01,
6491,Cyclops,Secret,Living,Male,Good,Mutant,191.0,88.0,Brown,Brown,,Marvel Comics,2011.0,5.0,2011-01-01,Lobe
6492,Cyclops,Secret,Living,Male,Good,Mutant,191.0,88.0,Brown,Brown,,Marvel Comics,,3.0,,North Korean Mutate
6493,Cyclops,Secret,Deceased,Male,Good,Mutant,191.0,88.0,Brown,Brown,,Marvel Comics,1946.0,1.0,1946-05-01,Nazi
6494,Cyclops,Secret,Living,Male,Good,Mutant,191.0,88.0,Brown,Brown,,Marvel Comics,1962.0,1.0,1962-12-01,Mythical
6495,Cyclops,,Deceased,Male,Good,Mutant,191.0,88.0,Brown,Brown,,Marvel Comics,1963.0,1.0,1963-08-01,A-Chiltarian Robot
6496,Cyclops,Secret,Deceased,Male,Good,Mutant,191.0,88.0,Brown,Brown,,Marvel Comics,2001.0,1.0,2001-08-01,Tunnel Dwellers
6497,Cyclops,,Living,Male,Good,Mutant,191.0,88.0,Brown,Brown,,Marvel Comics,1964.0,,1964-10-01,Mysterio's Robots
6498,Daniel Alves,No Dual,Deceased,Male,Good,,,,,,,Marvel,2011.0,5.0,2011-10-01,
6499,Dennis Piper,Secret,Living,Male,Good,,,,Blue,Black,,Marvel,2011.0,5.0,2011-08-01,
6500,Ella Whitby,No Dual,Deceased,Female,,,,,Green,Blond,,Marvel,2011.0,5.0,2011-09-01,
6501,Ernst Hoyer,Public,Living,Male,Good,,,,,,,Marvel,2011.0,5.0,2011-04-01,
6502,Ezekiel Wright,Secret,Living,Male,Good,,,,,Black,,Marvel,2011.0,5.0,2011-08-01,
6503,Frank Cortez,Secret,Deceased,Male,Good,,,,,Red,,Marvel,2011.0,5.0,2011-08-01,
6504,General,Secret,Deceased,Male,Bad,,,,Red,Grey,,Marvel,2011.0,5.0,2011-08-01,Piper
6505,General,Secret,Living,Male,Bad,,,,,,,Marvel,2005.0,3.0,2005-09-01,
6506,General,,Deceased,,Good,,,,,,,DC,1972.0,14.0,1972-03-01,
6507,Georgios Panayiotou,Public,Living,Male,Good,,,,Blue,Black,,Marvel,2011.0,5.0,2011-06-01,
6508,Gruenhilda,,Living,Female,Good,,,,,Red,,Marvel,2011.0,5.0,2011-01-01,
6509,Iceman,Secret,Living,Male,Good,Mutant,173.0,65.0,Brown,Brown,,Marvel Comics,2011.0,5.0,2011-01-01,Lobe
6510,Jill Harper,,Living,Female,Good,,,,Blue,Blond,,Marvel,2011.0,5.0,2011-05-01,
6511,Jurgen Muntz,Public,Living,Male,Neutral,,,,,Black,,Marvel,2011.0,5.0,2011-03-01,
6512,Marcia Guzman,Secret,Living,Female,Good,,,,,Black,,Marvel,2011.0,5.0,2011-12-01,
6513,Marcus Lyman,Secret,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2011.0,5.0,2011-04-01,
6514,Marvel Girl,Secret,Living,Female,Good,,170.0,56.0,Green,Red,,Marvel Comics,2011.0,5.0,2011-01-01,Lobe
6515,Penny Newsom,Secret,Living,Female,Neutral,,,,Blue,Blond,,Marvel,2011.0,5.0,2011-01-01,
6516,Powell McTeague,Public,Living,Male,Good,,,,,Black,,Marvel,2011.0,5.0,2011-12-01,
6517,Praeter,Secret,Living,Male,Good,,,,,Bald,,Marvel,2011.0,5.0,2011-06-01,Mike
6518,Pryor Cashman,Public,Living,Male,Bad,,,,Brown,Brown,,Marvel,2011.0,5.0,2011-01-01,
6519,Sarah Starr,Secret,Living,Female,Good,,,,,Brown,,Marvel,2011.0,5.0,2011-08-01,
6520,Servicer,,Living,Male,Bad,,,,,Bald,,Marvel,2011.0,5.0,2011-06-01,
6521,Soapbox,,Living,Male,Good,,,,Blue,Blond,,Marvel,2011.0,5.0,2011-05-01,
6522,Styx,Secret,Living,Male,Bad,,,,Red,Bald,,Marvel,2011.0,5.0,2011-07-01,Legion Personality
6523,Allison Kemp,,Living,Female,Neutral,,,,,Brown,,Marvel,2012.0,5.0,2012-02-01,
6524,Bomb,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,2012.0,5.0,2012-10-01,Anthony
6525,Christine Chen,,Living,Female,Good,,,,Brown,Black,,Marvel,2012.0,5.0,2012-10-01,
6526,Encephalon,,Deceased,Male,Bad,,,,,Bald,,Marvel,2012.0,5.0,2012-04-01,
6527,Eternal Brain,,Deceased,Male,Good,,,,,Bald,,Marvel,2012.0,5.0,2012-07-01,Eternal
6528,Flare,Secret,Living,Female,Good,,,,,,,Marvel,2012.0,5.0,2012-12-01,Microns
6529,Flare,Secret,Living,Male,Bad,,,,,,,Marvel,1995.0,2.0,1995-06-01,Shadowforce Alpha
6530,Flare,Secret,Living,Male,,,,,,Brown,,Marvel,1993.0,1.0,1993-09-01,Hellbent
6531,Flare,Secret,Deceased,Female,Bad,,,,White,Blue,,Marvel,2011.0,1.0,2011-07-01,
6532,Gari Oyle,Public,Living,Female,Bad,,,,Yellow,Brown,,Marvel,2012.0,5.0,2012-04-01,
6533,Goat-Faced Girl,Secret,Living,Female,Bad,,,,,,,Marvel,2012.0,5.0,2012-12-01,
6534,Gouzar,No Dual,Living,Male,Bad,,,,,,,Marvel,2012.0,5.0,2012-12-01,
6535,Holly Bright,Secret,Deceased,Female,Good,,,,Blue,Brown,,Marvel,2012.0,5.0,2012-10-01,
6536,Honest John,Secret,Living,Male,Bad,,,,Blue,Blond,,Marvel,2012.0,5.0,2012-12-01,
6537,Howard Ogden,Public,Deceased,Male,Good,,,,,Brown,,Marvel,2012.0,5.0,2012-03-01,
6538,Ixchel,Public,Living,Female,,,,,,Black,,Marvel,2012.0,5.0,2012-08-01,
6539,James Murphy,Public,Deceased,Male,Good,,,,,Blond,,Marvel,2012.0,5.0,2012-03-01,
6540,Jeffrey Fischer,Public,Living,Male,Good,,,,,Black,,Marvel,2012.0,5.0,2012-07-01,
6541,Marcus Simms,Public,Deceased,Male,Good,,,,,Black,,Marvel,2012.0,5.0,2012-03-01,
6542,Quark,Public,Living,Male,Good,,,,,,,Marvel,2012.0,5.0,2012-12-01,
6543,Rico Axelson,Secret,Deceased,Male,Good,,,,,Black,,Marvel,2012.0,5.0,2012-03-01,
6544,Salamander,Secret,Living,Male,Bad,,,,,Brown,,Marvel,2012.0,5.0,2012-03-01,
6545,Smithy,Secret,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,2012.0,5.0,2012-05-01,
6546,Taxi Taylor,Secret,Living,Female,Good,,,,,Black,,Marvel,2012.0,5.0,2012-07-01,
6547,Vanessa Baker,,Living,Female,,,,,,,,Marvel,2012.0,5.0,2012-10-01,
6548,Zoe Walsh,No Dual,Living,Female,Bad,,,,Brown,Black,,Marvel,2012.0,5.0,2012-09-01,
6549,Aldvi,,Deceased,Female,,,,,,,,Marvel,2013.0,5.0,2013-05-01,
6550,Arnleif,,Deceased,Female,,,,,,Brown,,Marvel,2013.0,5.0,2013-05-01,
6551,Balda,,Deceased,Female,Bad,,,,,,,Marvel,2013.0,5.0,2013-05-01,
6552,Chikeko Tomomatsu,,Living,Female,,,,,Black,Black,,Marvel,2013.0,5.0,2013-05-01,
6553,Courtney Johnson,Public,Living,Female,Neutral,,,,,Blond,,Marvel,2013.0,5.0,2013-02-01,
6554,Daggaerdh,,Deceased,Female,Bad,,,,,,,Marvel,2013.0,5.0,2013-05-01,
6555,Dangerous Jinn,Secret,Living,Male,Bad,,,,White,Bald,,Marvel,2013.0,5.0,2013-01-01,
6556,Disthora,,Deceased,Female,,,,,,,,Marvel,2013.0,5.0,2013-05-01,
6557,Eleanor Bennett,No Dual,Living,Female,Good,,,,Blue,Blond,,Marvel,2013.0,5.0,2013-01-01,
6558,Nedra,,Deceased,Female,Bad,,,,,,,Marvel,2013.0,5.0,2013-05-01,Doom Maidens
6559,Nedra,,Living,Female,Bad,,,,,,,Marvel,1964.0,2.0,1964-06-01,
6560,Santi Sardina,No Dual,Living,Male,Good,,,,Green,Black,,Marvel,2013.0,5.0,2013-05-01,
6561,Sigotta,,Deceased,Female,Bad,,,,,,,Marvel,2013.0,5.0,2013-05-01,
6562,Susan Rice,Public,Living,Female,Neutral,,,,,Dyed,,Marvel,2013.0,5.0,2013-04-01,
6563,Teslav Tarasova,,Living,Female,Neutral,,,,Blue,Blond,,Marvel,2013.0,5.0,2013-03-01,
6564,Titus,No Dual,Deceased,Male,Bad,,,,Yellow,Bald,,Marvel,2013.0,5.0,2013-04-01,
6565,Titus,Secret,Deceased,Male,Bad,,,,Black,Black,,DC,2008.0,4.0,2008-03-01,
6566,Zeta,Secret,Living,Male,Bad,,,,,,,Marvel,2013.0,5.0,2013-04-01,Mugger
6567,Zeta,,Living,Female,,,,,,,,Marvel,1983.0,,1983-05-01,
6568,Big Murder,,Living,Male,Bad,,,,,,,Marvel,,5.0,,
6569,Czar,,Living,Male,Bad,,,,,,,Marvel,,5.0,,
6570,Drago,Public,Deceased,Male,,,,,Black,Black,,Marvel,,5.0,,
6571,Fantasma,Secret,Living,Female,Bad,,,,,Black,,Marvel,,5.0,,Dark Ocean Society
6572,Gullinbursti,Public,Living,Male,Good,,,,Black,,,Marvel,,5.0,,
6573,Hans Jorgenson,Public,Living,Male,,,,,,,,Marvel,,5.0,,
6574,Perry Webb,No Dual,Living,Male,Good,,,,Brown,Black,,Marvel,,5.0,,
6575,Persephone,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,,5.0,,Olympian
6576,Persephone,Secret,Living,Female,Good,,,,White,Blond,,Marvel,1995.0,1.0,1995-11-01,Spinsterhood
6577,Persephone,Public,Living,Female,Neutral,,,,Blue,Black,,DC,1985.0,14.0,1985-10-01,
6578,Rapture,Secret,Living,Female,Bad,,,,,Black,,Marvel,,5.0,,Contingency
6579,Rapture,Secret,Deceased,Female,Bad,,,,Red,Red,,Marvel,1998.0,3.0,1998-10-01,Sister Joy
6580,Carmen Nobili,Public,Deceased,Male,Bad,,,,Brown,Bald,,Marvel,,5.0,,
6581,Cindy Moon,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,,5.0,,
6582,Clayton Cole,Secret,Living,Male,Neutral,,,,,Blond,,Marvel,,5.0,,
6583,Edan Younge,No Dual,Living,Male,Bad,,,,Blue,Black,,Marvel,,5.0,,
6584,Eve Greenwood,No Dual,Living,Female,Good,,,,Green,,,Marvel,,5.0,,
6585,Future,Secret,Deceased,Male,Bad,,,,Brown,Black,,Marvel,,5.0,,
6586,Gabe Reyes,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,,5.0,,
6587,Gestalt,Secret,Deceased,Male,Good,,,,,,,Marvel,,5.0,,Legion Personality
6588,Gil,No Dual,Living,,Neutral,,,,White,Brown,,Marvel,,5.0,,
6589,Infestation,Secret,Living,Female,Bad,,,,Black,Black,,Marvel,,5.0,,
6590,Jamir Khan,Public,Living,Male,Neutral,,,,Brown,Brown,,Marvel,,5.0,,
6591,Joseph Nobili,Public,Deceased,Male,Bad,,,,White,Grey,,Marvel,,5.0,,
6592,Joshua Utler,No Dual,Deceased,Male,Neutral,,,,Blue,White,,Marvel,,5.0,,
6593,Krystal,No Dual,Living,Female,Neutral,,,,Blue,Blond,,Marvel,,5.0,,Mutant
6594,Krystal,Secret,Deceased,Female,,,,,,Black,,DC,2006.0,3.0,2006-09-01,
6595,Lichidus,No Dual,Living,Male,Bad,,,,Purple,Bald,,Marvel,,5.0,,
6596,Liho,No Dual,Living,,Neutral,,,,Hazel,Black,,Marvel,,5.0,,
6597,Subguardian Titan,Secret,Living,Male,Good,,,,,Brown,,Marvel,,5.0,,
6598,Terrence Rhodes,No Dual,Deceased,Male,Good,,,,Brown,Bald,,Marvel,,5.0,,
6599,Terry Schreck,No Dual,Living,Male,Good,,,,Pink,Black,,Marvel,,5.0,,Earth-1610
6600,Ulana,,Living,Female,,,,,,,,Marvel,,5.0,,
6601,Vernon Brooks,No Dual,Living,Male,Good,,,,Black,Black,,Marvel,,5.0,,Earth-1610
6602,Yevgeny-Malevitch Volga,No Dual,Living,Male,Bad,,,,,White,,Marvel,,5.0,,
6603,Nono,No Dual,Living,Male,Good,,,,,,,Marvel,1939.0,4.0,1939-10-01,
6604,Paul de Kraft,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1939.0,4.0,1939-10-01,
6605,Pete Johnson,No Dual,Living,Male,Good,,,,,Brown,,Marvel,1939.0,4.0,1939-12-01,
6606,Allan Lewis,Secret,Deceased,Male,Good,,,,Blue,Blond,,Marvel,1940.0,4.0,1940-02-01,
6607,Balu,No Dual,Living,Male,Good,,,,,,,Marvel,1940.0,4.0,1940-02-01,
6608,Benjamin Ruff,Secret,Living,Male,Good,,,,Blue,Red,,Marvel,1940.0,4.0,1940-09-01,
6609,Bruce Bravelle,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1940.0,4.0,1940-08-01,
6610,Edith Alton,Public,Living,Female,Good,,,,,Blond,,Marvel,1940.0,4.0,1940-02-01,
6611,Fred Raymond,Public,Deceased,Male,Good,,,,,Black,,Marvel,1940.0,4.0,1940-09-01,
6612,Joel Williams,Public,Living,Male,Good,,,,,Blond,,Marvel,1940.0,4.0,1940-03-01,
6613,Joshua Williams,Public,Living,Male,Good,,,,,Blond,,Marvel,1940.0,4.0,1940-03-01,
6614,Khufor,Public,Living,Male,Bad,,,,Blue,Bald,,Marvel,1940.0,4.0,1940-09-01,
6615,Martin Simon Burns,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1940.0,4.0,1940-09-01,
6616,Muro,Public,Living,Male,Bad,,,,Black,Black,,Marvel,1940.0,4.0,1940-01-01,
6617,Nosey,Public,Living,Male,Good,,,,,,,Marvel,1940.0,4.0,1940-03-01,
6618,Varen David,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,1940.0,4.0,1940-06-01,
6619,Zara of the Jungle,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,1940.0,4.0,1940-04-01,
6620,Zephyrus Jones,Public,Living,Male,Good,,,,Green,Auburn,,Marvel,1940.0,4.0,1940-02-01,
6621,Fritz Tiboldt,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1941.0,4.0,1941-08-01,
6622,George Maxon,,Living,Male,Bad,,,,,,,Marvel,1941.0,4.0,1941-03-01,
6623,Lord of Death,Secret,Living,Male,Bad,,,,Black,White,,Marvel,1941.0,4.0,1941-06-01,
6624,Pascal Horta,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1941.0,4.0,1941-12-01,
6625,Rusty,Secret,Living,Male,Good,,,,,Brown,,Marvel,1941.0,4.0,1941-08-01,
6626,Solidus Scriggles,Public,Living,Male,Good,,,,,Blond,,Marvel,1941.0,4.0,1941-10-01,
6627,Douglas MacArthur,Public,Living,Male,Good,,,,,Black,,Marvel,1942.0,4.0,1942-03-01,
6628,Knobby,,Living,,Good,,,,,,,Marvel,1942.0,4.0,1942-12-01,
